4932	Q07534|S2538_YEAST	4932.YDL119C	100.0	626.0
4932	Q12309|CLF1_YEAST	4932.YLR117C	100.0	1404.0
4932	P19807|HNM1_YEAST	4932.YGL077C	100.0	1155.0
4932	D6VTK4|STE2_YEAST	4932.YFL026W	100.0	878.0
4932	P08679|CISY2_YEAST	4932.YCR005C	100.0	944.0
4932	P47169|MET5_YEAST	4932.YJR137C	100.0	2968.0
4932	P10592|HSP72_YEAST	4932.YLL024C	100.0	1300.0
4932	Q06201|GMC2_YEAST	4932.YLR445W	100.0	387.0
4932	P04912|H2A2_YEAST	4932.YBL003C	100.0	262.0
4932	P47102|GEA1_YEAST	4932.YJR031C	100.0	2862.0
4932	P32875|LIPA_YEAST	4932.YOR196C	100.0	858.0
4932	P32502|EI2BB_YEAST	4932.YLR291C	100.0	790.0
4932	P17260|KRE1_YEAST	4932.YNL322C	100.0	585.0
4932	Q12385|ICT1_YEAST	4932.YLR099C	100.0	827.0
4932	P38300|MBA1_YEAST	4932.YBR185C	100.0	572.0
4932	P08431|GAL7_YEAST	4932.YBR018C	100.0	768.0
4932	P39932|STL1_YEAST	4932.YDR536W	100.0	1178.0
4932	Q04213|IOC4_YEAST	4932.YMR044W	100.0	964.0
4932	P38801|LRP1_YEAST	4932.YHR081W	100.0	367.0
4932	Q07521|OPI6_YEAST	4932.YDL096C	100.0	215.0
4932	Q12188|REC8_YEAST	4932.YPR007C	100.0	1392.0
4932	P38726|YHE5_YEAST	4932.YHL045W	100.0	234.0
4932	P53540|SPC98_YEAST	4932.YNL126W	100.0	1726.0
4932	P32579|SUA5_YEAST	4932.YGL169W	100.0	869.0
4932	P28707|SBA1_YEAST	4932.YKL117W	100.0	446.0
4932	Q8TGS6|YM242_YEAST	4932.YMR242W-A	100.0	60.5
4932	P0C2H6|RL27A_YEAST	4932.YHR010W	100.0	273.0
4932	P34077|NIC96_YEAST	4932.YFR002W	100.0	1713.0
4932	Q08887|NDD1_YEAST	4932.YOR372C	100.0	1098.0
4932	P38090|AGP2_YEAST	4932.YBR132C	100.0	1233.0
4932	P21306|ATP5E_YEAST	4932.YPL271W	100.0	125.0
4932	P28273|OPLA_YEAST	4932.YKL215C	100.0	2637.0
4932	Q03691|ROT1_YEAST	4932.YMR200W	100.0	531.0
4932	P38229|GIP1_YEAST	4932.YBR045C	100.0	1311.0
4932	P36973|APT2_YEAST	4932.YDR441C	100.0	362.0
4932	Q12056|ISU2_YEAST	4932.YOR226C	100.0	322.0
4932	Q03430|RSM28_YEAST	4932.YDR494W	100.0	742.0
4932	P38223|YBO2_YEAST	4932.YBR032W	100.0	209.0
4932	P32618|YEF3_YEAST	4932.YEL043W	100.0	1928.0
4932	P53168|DUO1_YEAST	4932.YGL061C	100.0	506.0
4932	P23301|IF5A1_YEAST	4932.YEL034W	100.0	323.0
4932	P54780|RL15B_YEAST	4932.YMR121C	100.0	414.0
4932	P0CX74|YJ11A_YEAST	4932.YML040W	100.0	912.0
4932	Q03714|USA1_YEAST	4932.YML029W	100.0	1726.0
4932	P47156|JHD2_YEAST	4932.YJR119C	100.0	1506.0
4932	P39955|SAP1_YEAST	4932.YER047C	100.0	1841.0
4932	Q06325|YPS7_YEAST	4932.YDR349C	100.0	1206.0
