3702	Q9LX08|ANXD6_ARATH	3702.AT5G10220.1	100.0	656.0
3702	Q9LSR8|LRK19_ARATH	3702.AT5G60300.3	100.0	1580.0
3702	A8MRI8|A8MRI8_ARATH	3702.AT4G12825.1	100.0	193.0
3702	Q3EDE9|Q3EDE9_ARATH	3702.AT1G10820.2	100.0	536.0
3702	Q9LK89|Q9LK89_ARATH	3702.AT3G27880.1	100.0	491.0
3702	Q9SZC2|Q9SZC2_ARATH	3702.AT4G33450.1	100.0	526.0
3702	Q8S8Q0|Q8S8Q0_ARATH	3702.AT2G30925.1	100.0	81.6
3702	Q9SZT0|P4H11_ARATH	3702.AT4G35820.1	100.0	561.0
3702	Q9C926|Q9C926_ARATH	3702.AT1G52950.1	100.0	1166.0
3702	F4I1N8|ATG1T_ARATH	3702.AT1G49180.1	100.0	848.0
3702	O80507|CSK2E_ARATH	3702.AT2G44680.1	100.0	591.0
3702	B5TYT3|CSCL7_ARATH	3702.AT1G11960.1	100.0	1584.0
3702	F4JM51|F4JM51_ARATH	3702.AT4G28940.1	100.0	716.0
3702	F4JT39|F4JT39_ARATH	3702.AT4G13600.1	100.0	475.0
3702	Q9C913|Q9C913_ARATH	3702.AT1G74280.1	100.0	771.0
3702	Q9FH18|WIP2_ARATH	3702.AT5G56210.1	100.0	1030.0
3702	Q9ZQC6|IRX9_ARATH	3702.AT2G37090.1	100.0	726.0
3702	Q9FFW4|FBD16_ARATH	3702.AT5G38570.1	100.0	777.0
3702	Q5XVC4|Q5XVC4_ARATH	3702.AT3G01015.1	100.0	1005.0
3702	F4JIU4|MYO4_ARATH	3702.AT4G27370.1	100.0	2369.0
3702	Q9LZF2|Q9LZF2_ARATH	3702.AT5G03370.1	100.0	350.0
3702	Q9ZV93|FDL10_ARATH	3702.AT1G78750.1	100.0	930.0
3702	Q9LV09|BOB1_ARATH	3702.AT5G53400.1	100.0	607.0
3702	Q9SVU6|BH023_ARATH	3702.AT4G28790.1	100.0	855.0
3702	B3H7I7|B3H7I7_ARATH	3702.AT2G29263.1	100.0	129.0
3702	Q67ZF6|ACFR3_ARATH	3702.AT1G14730.1	100.0	452.0
3702	Q8RWL4|IDM2_ARATH	3702.AT1G54840.1	100.0	718.0
3702	Q94JV4|SUI12_ARATH	3702.AT1G54290.1	100.0	233.0
3702	P59220|CALM7_ARATH	3702.AT3G43810.1	100.0	300.0
3702	Q9LUR2|PP238_ARATH	3702.AT3G16710.1	100.0	1058.0
